s:SC11SFErrorCodeLeV16noExtensionFoundSoAAVvpZ	swift.type.property	noExtensionFound	SFError.noExtensionFound	static var noExtensionFound: SFError.Code { get }
s:SC11SFErrorCodeLeV17noAttachmentFoundSoAAVvpZ	swift.type.property	noAttachmentFound	SFError.noAttachmentFound	static var noAttachmentFound: SFError.Code { get }
s:SC11SFErrorCodeLeV18loadingInterruptedSoAAVvpZ	swift.type.property	loadingInterrupted	SFError.loadingInterrupted	static var loadingInterrupted: SFError.Code { get }
s:SC11SFErrorCodeLeV18missingEntitlementSoAAVvpZ	swift.type.property	missingEntitlement	SFError.missingEntitlement	static var missingEntitlement: SFError.Code { get }
s:SC21SFAuthenticationErrorLeV	swift.struct	SFAuthenticationError	SFAuthenticationError	struct SFAuthenticationError
s:SC21SFAuthenticationErrorLeV11errorDomainSSvpZ	swift.type.property	errorDomain	SFAuthenticationError.errorDomain	static var errorDomain: String { get }
s:SC21SFAuthenticationErrorLeV13canceledLoginSoAAVvpZ	swift.type.property	canceledLogin	SFAuthenticationError.canceledLogin	static var canceledLogin: SFAuthenticationError.Code { get }
s:SC22SSReadingListErrorCodeLeV	swift.struct	SSReadingListError	SSReadingListError	struct SSReadingListError
s:SC22SSReadingListErrorCodeLeV11errorDomainSSvpZ	swift.type.property	errorDomain	SSReadingListError.errorDomain	static var errorDomain: String { get }
s:SC22SSReadingListErrorCodeLeV19urlSchemeNotAllowedSoAAVvpZ	swift.type.property	urlSchemeNotAllowed	SSReadingListError.urlSchemeNotAllowed	static var urlSchemeNotAllowed: SSReadingListError.Code { get }
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@SFAuthenticationError	swift.func.op	!=(_:_:)	SFAuthenticationError.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@SFContentBlockerErrorCode	swift.func.op	!=(_:_:)	SFContentBlockerErrorCode.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@SFErrorCode	swift.func.op	!=(_:_:)	SFError.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@SFSafariViewControllerDismissButtonStyle	swift.func.op	!=(_:_:)	SFSafariViewController.DismissButtonStyle.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@SSReadingListErrorCode	swift.func.op	!=(_:_:)	SSReadingListError.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SYsSHRzSH8RawValueSYRpzrlE04hashB0Sivp::SYNTHESIZED::c:@E@SFAuthenticationError	swift.property	hashValue	SFAuthenticationError.Code.hashValue	var hashValue: Int { get }
s:SYsSHRzSH8RawValueSYRpzrlE04hashB0Sivp::SYNTHESIZED::c:@E@SFContentBlockerErrorCode	swift.property	hashValue	SFContentBlockerErrorCode.hashValue	var hashValue: Int { get }
s:SYsSHRzSH8RawValueSYRpzrlE04hashB0Sivp::SYNTHESIZED::c:@E@SFErrorCode	swift.property	hashValue	SFError.Code.hashValue	var hashValue: Int { get }
s:SYsSHRzSH8RawValueSYRpzrlE04hashB0Sivp::SYNTHESIZED::c:@E@SFSafariViewControllerDismissButtonStyle	swift.property	hashValue	SFSafariViewController.DismissButtonStyle.hashValue	var hashValue: Int { get }
s:SYsSHRzSH8RawValueSYRpzrlE04hashB0Sivp::SYNTHESIZED::c:@E@SSReadingListErrorCode	swift.property	hashValue	SSReadingListError.Code.hashValue	var hashValue: Int { get }
s:SYsSHRzSH8RawValueSYRpzrlE4hash4intoys6HasherVz_tF::SYNTHESIZED::c:@E@SFAuthenticationError	swift.method	hash(into:)	SFAuthenticationError.Code.hash(into:)	func hash(into hasher: inout Hasher)
