precise	kind	title	path	declaration
c:@E@UNNotificationPresentationOptions@UNNotificationPresentationOptionBanner	swift.type.property	banner	UNNotificationPresentationOptions.banner	static var banner: UNNotificationPresentationOptions { get }
c:@E@UNNotificationPresentationOptions@UNNotificationPresentationOptionList	swift.type.property	list	UNNotificationPresentationOptions.list	static var list: UNNotificationPresentationOptions { get }
c:@E@UNNotificationPresentationOptions@UNNotificationPresentationOptionSound	swift.type.property	sound	UNNotificationPresentationOptions.sound	static var sound: UNNotificationPresentationOptions { get }
c:@E@UNNotificationSetting	swift.enum	UNNotificationSetting	UNNotificationSetting	enum UNNotificationSetting
c:@E@UNNotificationSetting@UNNotificationSettingDisabled	swift.enum.case	UNNotificationSetting.disabled	UNNotificationSetting.disabled	case disabled
c:@E@UNNotificationSetting@UNNotificationSettingEnabled	swift.enum.case	UNNotificationSetting.enabled	UNNotificationSetting.enabled	case enabled
c:@E@UNNotificationSetting@UNNotificationSettingNotSupported	swift.enum.case	UNNotificationSetting.notSupported	UNNotificationSetting.notSupported	case notSupported
c:@E@UNShowPreviewsSetting	swift.enum	UNShowPreviewsSetting	UNShowPreviewsSetting	enum UNShowPreviewsSetting
c:@E@UNShowPreviewsSetting@UNShowPreviewsSettingAlways	swift.enum.case	UNShowPreviewsSetting.always	UNShowPreviewsSetting.always	case always
c:@E@UNShowPreviewsSetting@UNShowPreviewsSettingNever	swift.enum.case	UNShowPreviewsSetting.never	UNShowPreviewsSetting.never	case never
c:@E@UNShowPreviewsSetting@UNShowPreviewsSettingWhenAuthenticated	swift.enum.case	UNShowPreviewsSetting.whenAuthenticated	UNShowPreviewsSetting.whenAuthenticated	case whenAuthenticated
c:@T@UNNotificationSoundName	swift.struct	UNNotificationSoundName	UNNotificationSoundName	struct UNNotificationSoundName
c:@UNErrorDomain	swift.var	UNErrorDomain	UNErrorDomain	let UNErrorDomain: String
c:@UNNotificationAttachmentOptionsThumbnailClippingRectKey	swift.var	UNNotificationAttachmentOptionsThumbnailClippingRectKey	UNNotificationAttachmentOptionsThumbnailClippingRectKey	let UNNotificationAttachmentOptionsThumbnailClippingRectKey: String
