category	sdkRelativePath	size	sha256
header	System/Library/Frameworks/PassKit.framework/Headers/PKPaymentInformationEventExtension.h	1238	39c25dd798f752f88c080647b3a145fcc6160650b88b2f96d0cdcd1fa7505702
header	System/Library/Frameworks/PassKit.framework/Headers/PKPaymentMerchantSession.h	659	bbcfba2c80800645c6f0f6e2538d08afffdba93ada5d320774a35e278f7ebe3c
header	System/Library/Frameworks/PassKit.framework/Headers/PKPaymentMethod.h	2201	95862d0bfef210a8a54e0e066fca33adc097ea4aa005eabd7e7c63d7da0fb117
header	System/Library/Frameworks/PassKit.framework/Headers/PKPaymentPass.h	1247	fc248cf0ef9b7212f47c448648b7e23ed087e87508f932629ee95804509dced2
header	System/Library/Frameworks/PassKit.framework/Headers/PKPaymentRequest.h	15043	76125cf1d8970dc00d8c9d40a9d70dc9b4f4b8d36728f42d4a45c5f91023aa3d
header	System/Library/Frameworks/PassKit.framework/Headers/PKPaymentRequestStatus.h	7415	bd9b28777654b27ab0debf61d3f5fa92c4b0547c9a153d326a2ad6c426b52657
header	System/Library/Frameworks/PassKit.framework/Headers/PKPaymentSummaryItem.h	1896	8f121268c94bf443f9ddc19284188115d71be4bbbdba63d230aa447a89f5942c
header	System/Library/Frameworks/PassKit.framework/Headers/PKPaymentToken.h	1738	2d688aa9cfc87dedce94ebf6c9fe47226e3ddbf1de513f7d8a542d5ee0bcd113
header	System/Library/Frameworks/PassKit.framework/Headers/PKPaymentTokenContext.h	2185	6d25182353b41416822e1dc02fd7b8cdaf8f3cf0ba81b0f119bc37e69e6db3ac
header	System/Library/Frameworks/PassKit.framework/Headers/PKRecurringPaymentRequest.h	2293	59a56394efab99ef7e270803336fa2f85082bcb5bd2815f20bea6f98c6e7ffce
header	System/Library/Frameworks/PassKit.framework/Headers/PKRecurringPaymentSummaryItem.h	1245	610e40de1b53b948d6d68e67c6edae97a86e1413ee3d084f756b128b13171606
header	System/Library/Frameworks/PassKit.framework/Headers/PKSecureElementPass.h	1515	b7be49f681f579c845b43bb71eb2cf16d7e87308e1d993a97759af9ab88231b9
header	System/Library/Frameworks/PassKit.framework/Headers/PKShareSecureElementPassViewController.h	3023	63bceba1e0b5a398f8121c7d98fa1f2a509379f0d7be63498e9be93c09376ec9
header	System/Library/Frameworks/PassKit.framework/Headers/PKShippingMethod.h	1364	bf9050dc8dcb8507b26133211827ad8d9123308ebd21d7657ad93b0134793245
header	System/Library/Frameworks/PassKit.framework/Headers/PKStoredValuePassBalance.h	1286	8f211178330f9be354d771756462f2d5f0951eaa51244b2020a73271dcad5f36
header	System/Library/Frameworks/PassKit.framework/Headers/PKStoredValuePassProperties.h	1105	af55df72b41024c4aa208f367e742056987424c9a91cdb334e4bc30606ee82f1
header	System/Library/Frameworks/PassKit.framework/Headers/PKSuicaPassProperties.h	1620	f761ab5bde8c67affaee8c1f80e59519ea15765ff19a6ef4c08534c03674a51a
header	System/Library/Frameworks/PassKit.framework/Headers/PKTransitPassProperties.h	1399	a2c4fd622c97fd5976effcf0ee8858be7163545bbac8679823b78aa362f18469
header	System/Library/Frameworks/PassKit.framework/Headers/PKVehicleConnectionSession.h	2486	4b8aa559a95ac2f3b8d827767071293c607c9785815bff4646d721b7ada10917
header	System/Library/Frameworks/PassKit.framework/Headers/PassKit.apinotes	2138	20bfc21dc66c77d835160b552b66ab8bf44460ca88406b4efe21afd40840c728
header	System/Library/Frameworks/PassKit.framework/Headers/PassKit.h	6775	f2837da0bba6ab3fda949c584a292c07c641e05a7852c68d931e9f4e87649226
modulemap	System/Library/Frameworks/PassKit.framework/Modules/module.modulemap	126	b63856f9a214c150176eddda277c2f2fb528a0a077c088a9bd8dd4a3ba3a6133
tbd	System/Library/Frameworks/PassKit.framework/PassKit.tbd	1226343	0901a6536f6169e2ab6707bd196abf809ba9e78b60bccc35958abeb1e362b356
